date,sales
7/29/2013,22
7/30/2013,16
7/31/2013,23
8/1/2013,21
8/2/2013,25
8/3/2013,30
8/4/2013,21
8/5/2013,27
8/6/2013,30
8/7/2013,30
8/8/2013,18
8/9/2013,21
8/10/2013,27
8/11/2013,38
8/12/2013,9
8/13/2013,27
8/14/2013,26
8/15/2013,23
8/16/2013,26
8/17/2013,28
8/18/2013,27
8/19/2013,22
8/20/2013,33
8/21/2013,28
8/22/2013,21
8/23/2013,29
8/24/2013,20
8/25/2013,32
8/26/2013,16
8/27/2013,14
8/28/2013,21
8/29/2013,31
8/30/2013,23
8/31/2013,25
9/1/2013,25
9/2/2013,14
9/3/2013,18
9/4/2013,17
9/5/2013,20
9/6/2013,11
9/7/2013,29
9/8/2013,25
9/9/2013,23
9/10/2013,21
9/11/2013,17
9/12/2013,21
9/13/2013,25
9/14/2013,29
9/15/2013,30
9/16/2013,16
9/17/2013,20
9/18/2013,18
9/19/2013,23
9/20/2013,17
9/21/2013,27
9/22/2013,22
9/23/2013,19
9/24/2013,18
9/25/2013,25
9/26/2013,19
9/27/2013,19
9/28/2013,30
9/29/2013,37
9/30/2013,15
10/1/2013,18
10/2/2013,20
10/3/2013,22
10/4/2013,26
10/5/2013,11
10/6/2013,31
10/7/2013,25
10/8/2013,16
10/9/2013,20
10/10/2013,15
10/11/2013,22
10/12/2013,23
10/13/2013,20
10/14/2013,14
10/15/2013,24
10/16/2013,16
10/17/2013,24
10/18/2013,21
10/19/2013,25
10/20/2013,18
10/21/2013,13
10/22/2013,28
10/23/2013,16
10/24/2013,18
10/25/2013,18
10/26/2013,24
10/27/2013,23
10/28/2013,16
10/29/2013,28
10/30/2013,12
10/31/2013,19
11/1/2013,29
11/2/2013,20
11/3/2013,34
11/4/2013,20
11/5/2013,17
11/6/2013,13
11/7/2013,15
11/8/2013,28
11/9/2013,18
11/10/2013,31
11/11/2013,20
11/12/2013,20
11/13/2013,20
11/14/2013,26
11/15/2013,14
11/16/2013,27
11/17/2013,22
11/18/2013,13
11/19/2013,24
11/20/2013,18
11/21/2013,28
11/22/2013,33
11/23/2013,18
11/24/2013,33
11/25/2013,23
11/26/2013,18
11/27/2013,18
11/28/2013,33
11/29/2013,14
11/30/2013,22
12/1/2013,21
12/2/2013,12
12/3/2013,13
12/4/2013,14
12/5/2013,17
12/6/2013,15
12/7/2013,15
12/8/2013,19
12/9/2013,11
12/10/2013,11
12/11/2013,14
12/12/2013,12
12/13/2013,16
12/14/2013,23
12/15/2013,14
12/16/2013,18
12/17/2013,17
12/18/2013,10
12/19/2013,15
12/20/2013,18
12/21/2013,18
12/22/2013,16
12/23/2013,14
12/24/2013,15
12/25/2013,23
12/26/2013,15
12/27/2013,18
12/28/2013,16
12/29/2013,19
12/30/2013,7
12/31/2013,12
1/1/2014,7
1/2/2014,17
1/3/2014,16
1/4/2014,21
1/5/2014,14
1/6/2014,13
1/7/2014,15
1/8/2014,17
1/9/2014,15
1/10/2014,15
1/11/2014,18
1/12/2014,15
1/13/2014,10
1/14/2014,19
1/15/2014,18
1/16/2014,19
1/17/2014,19
1/18/2014,10
1/19/2014,19
1/20/2014,15
1/21/2014,11
1/22/2014,14
1/23/2014,17
1/24/2014,15
1/25/2014,26
1/26/2014,18
1/27/2014,17
1/28/2014,10
1/29/2014,8
1/30/2014,19
1/31/2014,12
2/1/2014,10
2/2/2014,13
2/3/2014,19
2/4/2014,20
2/5/2014,19
2/6/2014,21
2/7/2014,26
2/8/2014,21
2/9/2014,32
2/10/2014,10
2/11/2014,17
2/12/2014,18
2/13/2014,18
2/14/2014,14
2/15/2014,19
2/16/2014,13
2/17/2014,10
2/18/2014,14
2/19/2014,14
2/20/2014,15
2/21/2014,19
2/22/2014,16
2/23/2014,18
2/24/2014,16
2/25/2014,26
2/26/2014,20
2/27/2014,24
2/28/2014,21
3/1/2014,19
3/2/2014,26
3/3/2014,17
3/4/2014,18
3/5/2014,22
3/6/2014,28
3/7/2014,23
3/8/2014,22
3/9/2014,28
3/10/2014,19
3/11/2014,22
3/12/2014,20
3/13/2014,23
3/14/2014,14
3/15/2014,21
3/16/2014,30
3/17/2014,15
3/18/2014,17
3/19/2014,22
3/20/2014,25
3/21/2014,25
3/22/2014,23
3/23/2014,31
3/24/2014,17
3/25/2014,15
3/26/2014,33
3/27/2014,22
3/28/2014,21
3/29/2014,29
3/30/2014,26
3/31/2014,12
4/1/2014,27
4/2/2014,29
4/3/2014,24
4/4/2014,19
4/5/2014,29
4/6/2014,29
4/7/2014,14
4/8/2014,22
4/9/2014,19
4/10/2014,27
4/11/2014,26
4/12/2014,32
4/13/2014,26
4/14/2014,19
4/15/2014,15
4/16/2014,24
4/17/2014,20
4/18/2014,31
4/19/2014,24
4/20/2014,26
4/21/2014,20
4/22/2014,20
4/23/2014,28
4/24/2014,26
4/25/2014,27
4/26/2014,22
4/27/2014,40
4/28/2014,15
4/29/2014,28
4/30/2014,20
5/1/2014,27
5/2/2014,19
5/3/2014,33
5/4/2014,32
5/5/2014,15
5/6/2014,30
5/7/2014,21
5/8/2014,24
5/9/2014,35
5/10/2014,39
5/11/2014,38
5/12/2014,19
5/13/2014,26
5/14/2014,34
5/15/2014,25
5/16/2014,31
5/17/2014,40
5/18/2014,23
5/19/2014,16
5/20/2014,24
5/21/2014,34
5/22/2014,24
5/23/2014,24
5/24/2014,31
5/25/2014,31
5/26/2014,29
5/27/2014,26
5/28/2014,30
5/29/2014,30
5/30/2014,30
5/31/2014,35
6/1/2014,35
6/2/2014,24
6/3/2014,27
6/4/2014,22
6/5/2014,22
6/6/2014,22
6/7/2014,40
6/8/2014,34
6/9/2014,23
6/10/2014,34
6/11/2014,34
6/12/2014,31
6/13/2014,34
6/14/2014,39
6/15/2014,25
6/16/2014,23
6/17/2014,18
6/18/2014,23
6/19/2014,29
6/20/2014,26
6/21/2014,44
6/22/2014,31
6/23/2014,27
6/24/2014,31
6/25/2014,27
6/26/2014,22
6/27/2014,30
6/28/2014,28
6/29/2014,26
6/30/2014,19
7/1/2014,24
7/2/2014,25
7/3/2014,31
7/4/2014,31
7/5/2014,39
7/6/2014,24
7/7/2014,23
7/8/2014,26
7/9/2014,28
7/10/2014,22
7/11/2014,36
7/12/2014,39
7/13/2014,31
7/14/2014,36
7/15/2014,16
7/16/2014,44
7/17/2014,29
7/18/2014,33
7/19/2014,33
7/20/2014,43
7/21/2014,22
7/22/2014,31
7/23/2014,37
7/24/2014,29
7/25/2014,44
7/26/2014,34
7/27/2014,39
7/28/2014,29
7/29/2014,21
7/30/2014,19
7/31/2014,24
8/1/2014,34
8/2/2014,35
8/3/2014,28
8/4/2014,16
8/5/2014,16
8/6/2014,33
8/7/2014,27
8/8/2014,30
8/9/2014,20
8/10/2014,31
8/11/2014,17
8/12/2014,26
8/13/2014,23
8/14/2014,23
8/15/2014,26
8/16/2014,33
8/17/2014,30
8/18/2014,18
8/19/2014,34
8/20/2014,23
8/21/2014,29
8/22/2014,30
8/23/2014,35
8/24/2014,32
8/25/2014,26
8/26/2014,24
8/27/2014,31
8/28/2014,16
8/29/2014,27
8/30/2014,27
8/31/2014,24
9/1/2014,23
9/2/2014,20
9/3/2014,22
9/4/2014,27
9/5/2014,28
9/6/2014,28
9/7/2014,31
9/8/2014,21
9/9/2014,26
9/10/2014,21
9/11/2014,23
9/12/2014,28
9/13/2014,34
9/14/2014,31
9/15/2014,16
9/16/2014,19
9/17/2014,25
9/18/2014,26
9/19/2014,31
9/20/2014,24
9/21/2014,29
9/22/2014,16
9/23/2014,14
9/24/2014,25
9/25/2014,14
9/26/2014,26
9/27/2014,35
9/28/2014,27
9/29/2014,17
9/30/2014,21
10/1/2014,24
10/2/2014,28
10/3/2014,22
10/4/2014,20
10/5/2014,32
10/6/2014,13
10/7/2014,24
10/8/2014,26
10/9/2014,29
10/10/2014,22
10/11/2014,26
10/12/2014,29
10/13/2014,19
10/14/2014,26
10/15/2014,15
10/16/2014,29
10/17/2014,28
10/18/2014,40
10/19/2014,30
10/20/2014,13
10/21/2014,35
10/22/2014,14
10/23/2014,19
10/24/2014,20
10/25/2014,16
10/26/2014,21
10/27/2014,21
10/28/2014,20
10/29/2014,20
10/30/2014,27
10/31/2014,22
11/1/2014,26
11/2/2014,29
11/3/2014,14
11/4/2014,20
11/5/2014,22
11/6/2014,27
11/7/2014,34
11/8/2014,25
11/9/2014,22
11/10/2014,22
11/11/2014,26
11/12/2014,25
11/13/2014,21
11/14/2014,23
11/15/2014,32
11/16/2014,32
11/17/2014,23
11/18/2014,23
11/19/2014,28
11/20/2014,38
11/21/2014,34
11/22/2014,26
11/23/2014,22
11/24/2014,22
11/25/2014,26
11/26/2014,27
11/27/2014,31
11/28/2014,23
11/29/2014,27
11/30/2014,28
12/1/2014,14
12/2/2014,12
12/3/2014,14
12/4/2014,20
12/5/2014,21
12/6/2014,19
12/7/2014,16
12/8/2014,15
12/9/2014,20
12/10/2014,11
12/11/2014,15
12/12/2014,20
12/13/2014,23
12/14/2014,22
12/15/2014,17
12/16/2014,11
12/17/2014,28
12/18/2014,12
12/19/2014,17
12/20/2014,26
12/21/2014,21
12/22/2014,16
12/23/2014,24
12/24/2014,15
12/25/2014,16
12/26/2014,18
12/27/2014,20
12/28/2014,25
12/29/2014,12
12/30/2014,13
12/31/2014,11
1/1/2015,15
1/2/2015,16
1/3/2015,20
1/4/2015,18
1/5/2015,8
1/6/2015,15
1/7/2015,17
1/8/2015,18
1/9/2015,23
1/10/2015,23
1/11/2015,16
1/12/2015,13
1/13/2015,14
1/14/2015,10
1/15/2015,7
1/16/2015,16
1/17/2015,23
1/18/2015,23
1/19/2015,14
1/20/2015,16
1/21/2015,19
1/22/2015,13
1/23/2015,23
1/24/2015,17
1/25/2015,17
1/26/2015,16
1/27/2015,23
1/28/2015,13
1/29/2015,11
1/30/2015,16
1/31/2015,27
2/1/2015,21
2/2/2015,12
2/3/2015,10
2/4/2015,19
2/5/2015,18
2/6/2015,19
2/7/2015,22
2/8/2015,14
2/9/2015,17
2/10/2015,12
2/11/2015,17
2/12/2015,25
2/13/2015,18
2/14/2015,24
2/15/2015,19
2/16/2015,18
2/17/2015,9
2/18/2015,17
2/19/2015,17
2/20/2015,16
2/21/2015,18
2/22/2015,33
2/23/2015,14
2/24/2015,13
2/25/2015,18
2/26/2015,14
2/27/2015,17
2/28/2015,15
3/1/2015,19
3/2/2015,21
3/3/2015,18
3/4/2015,27
3/5/2015,17
3/6/2015,25
3/7/2015,28
3/8/2015,25
3/9/2015,10
3/10/2015,16
3/11/2015,21
3/12/2015,21
3/13/2015,26
3/14/2015,26
3/15/2015,21
3/16/2015,21
3/17/2015,22
3/18/2015,15
3/19/2015,21
3/20/2015,23
3/21/2015,27
3/22/2015,30
3/23/2015,17
3/24/2015,27
3/25/2015,21
3/26/2015,24
3/27/2015,26
3/28/2015,26
3/29/2015,41
3/30/2015,14
3/31/2015,16
4/1/2015,20
4/2/2015,29
4/3/2015,32
4/4/2015,32
4/5/2015,30
4/6/2015,23
4/7/2015,26
4/8/2015,28
4/9/2015,31
4/10/2015,24
4/11/2015,38
4/12/2015,32
4/13/2015,24
4/14/2015,38
4/15/2015,28
4/16/2015,27
4/17/2015,23
4/18/2015,34
4/19/2015,22
4/20/2015,22
4/21/2015,19
4/22/2015,18
4/23/2015,22
4/24/2015,23
4/25/2015,36
4/26/2015,39
4/27/2015,26
4/28/2015,17
4/29/2015,23
4/30/2015,27
5/1/2015,32
5/2/2015,43
5/3/2015,34
5/4/2015,21
5/5/2015,31
5/6/2015,28
5/7/2015,31
5/8/2015,32
5/9/2015,36
5/10/2015,37
5/11/2015,22
5/12/2015,23
5/13/2015,19
5/14/2015,21
5/15/2015,29
5/16/2015,33
5/17/2015,33
5/18/2015,27
5/19/2015,26
5/20/2015,27
5/21/2015,31
5/22/2015,30
5/23/2015,30
5/24/2015,29
5/25/2015,21
5/26/2015,28
5/27/2015,19
5/28/2015,29
5/29/2015,34
5/30/2015,29
5/31/2015,25
6/1/2015,23
6/2/2015,34
6/3/2015,28
6/4/2015,36
6/5/2015,31
6/6/2015,39
6/7/2015,46
6/8/2015,19
6/9/2015,32
6/10/2015,22
6/11/2015,27
6/12/2015,25
6/13/2015,31
6/14/2015,40
6/15/2015,12
6/16/2015,21
6/17/2015,36
6/18/2015,31
6/19/2015,34
6/20/2015,29
6/21/2015,44
6/22/2015,30
6/23/2015,26
6/24/2015,31
6/25/2015,33
6/26/2015,23
6/27/2015,32
6/28/2015,34
6/29/2015,29
6/30/2015,26
7/1/2015,30
7/2/2015,32
7/3/2015,37
7/4/2015,26
7/5/2015,39
7/6/2015,31
7/7/2015,37
7/8/2015,24
7/9/2015,29
7/10/2015,37
7/11/2015,32
7/12/2015,41
7/13/2015,23
7/14/2015,25
7/15/2015,26
7/16/2015,36
7/17/2015,28
7/18/2015,35
7/19/2015,41
7/20/2015,18
7/21/2015,30
7/22/2015,33
7/23/2015,30
7/24/2015,29
7/25/2015,37
7/26/2015,32
7/27/2015,20
7/28/2015,33
7/29/2015,31
7/30/2015,50
7/31/2015,32
8/1/2015,31
8/2/2015,38
8/3/2015,22
8/4/2015,27
8/5/2015,21
8/6/2015,17
8/7/2015,29
8/8/2015,36
8/9/2015,39
8/10/2015,20
8/11/2015,34
8/12/2015,24
8/13/2015,27
8/14/2015,26
8/15/2015,31
8/16/2015,47
8/17/2015,31
8/18/2015,34
8/19/2015,24
8/20/2015,27
8/21/2015,37
8/22/2015,38
8/23/2015,31
8/24/2015,18
8/25/2015,27
8/26/2015,31
8/27/2015,25
8/28/2015,37
8/29/2015,27
8/30/2015,39
8/31/2015,15
9/1/2015,24
9/2/2015,20
9/3/2015,31
9/4/2015,31
9/5/2015,39
9/6/2015,37
9/7/2015,18
9/8/2015,26
9/9/2015,35
9/10/2015,31
9/11/2015,26
9/12/2015,29
9/13/2015,23
9/14/2015,19
9/15/2015,30
9/16/2015,23
9/17/2015,26
9/18/2015,29
9/19/2015,30
9/20/2015,30
9/21/2015,29
9/22/2015,30
9/23/2015,32
9/24/2015,22
9/25/2015,28
9/26/2015,24
9/27/2015,35
9/28/2015,23
9/29/2015,31
9/30/2015,18
10/1/2015,27
10/2/2015,23
10/3/2015,27
10/4/2015,26
10/5/2015,19
10/6/2015,19
10/7/2015,21
10/8/2015,19
10/9/2015,16
10/10/2015,29
10/11/2015,30
10/12/2015,12
10/13/2015,23
10/14/2015,24
10/15/2015,29
10/16/2015,21
10/17/2015,25
10/18/2015,42
10/19/2015,16
10/20/2015,26
10/21/2015,14
10/22/2015,29
10/23/2015,27
10/24/2015,14
10/25/2015,31
10/26/2015,23
10/27/2015,24
10/28/2015,20
10/29/2015,31
10/30/2015,28
10/31/2015,31
11/1/2015,30
11/2/2015,16
11/3/2015,21
11/4/2015,32
11/5/2015,25
11/6/2015,26
11/7/2015,29
11/8/2015,39
11/9/2015,23
11/10/2015,21
11/11/2015,27
11/12/2015,15
11/13/2015,21
11/14/2015,24
11/15/2015,38
11/16/2015,24
11/17/2015,31
11/18/2015,27
11/19/2015,22
11/20/2015,40
11/21/2015,28
11/22/2015,37
11/23/2015,25
11/24/2015,20
11/25/2015,16
11/26/2015,20
11/27/2015,27
11/28/2015,42
11/29/2015,35
11/30/2015,14
12/1/2015,18
12/2/2015,23
12/3/2015,13
12/4/2015,14
12/5/2015,22
12/6/2015,23
12/7/2015,17
12/8/2015,18
12/9/2015,13
12/10/2015,21
12/11/2015,14
12/12/2015,18
12/13/2015,21
12/14/2015,18
12/15/2015,18
12/16/2015,25
12/17/2015,15
12/18/2015,19
12/19/2015,21
12/20/2015,25
12/21/2015,7
12/22/2015,16
12/23/2015,14
12/24/2015,19
12/25/2015,21
12/26/2015,22
12/27/2015,22
12/28/2015,15
12/29/2015,21
12/30/2015,16
12/31/2015,23
1/1/2016,23
1/2/2016,22
1/3/2016,19
1/4/2016,14
1/5/2016,13
1/6/2016,19
1/7/2016,17
1/8/2016,10
1/9/2016,25
1/10/2016,20
1/11/2016,14
1/12/2016,18
1/13/2016,22
1/14/2016,16
1/15/2016,22
1/16/2016,22
1/17/2016,19
1/18/2016,19
1/19/2016,20
1/20/2016,14
1/21/2016,14
1/22/2016,16
1/23/2016,19
1/24/2016,18
1/25/2016,18
1/26/2016,22
1/27/2016,23
1/28/2016,18
1/29/2016,17
1/30/2016,18
1/31/2016,20
2/1/2016,12
2/2/2016,24
2/3/2016,25
2/4/2016,22
2/5/2016,19
2/6/2016,28
2/7/2016,24
2/8/2016,19
2/9/2016,19
2/10/2016,21
2/11/2016,24
2/12/2016,25
2/13/2016,22
2/14/2016,29
2/15/2016,22
2/16/2016,26
2/17/2016,21
2/18/2016,20
2/19/2016,22
2/20/2016,21
2/21/2016,25
2/22/2016,11
2/23/2016,17
2/24/2016,26
2/25/2016,22
2/26/2016,22
2/27/2016,19
2/28/2016,23
2/29/2016,18
3/1/2016,19
3/2/2016,25
3/3/2016,25
3/4/2016,19
3/5/2016,28
3/6/2016,23
3/7/2016,13
3/8/2016,23
3/9/2016,24
3/10/2016,28
3/11/2016,27
3/12/2016,26
3/13/2016,31
3/14/2016,16
3/15/2016,24
3/16/2016,15
3/17/2016,19
3/18/2016,22
3/19/2016,24
3/20/2016,17
3/21/2016,22
3/22/2016,19
3/23/2016,24
3/24/2016,13
3/25/2016,36
3/26/2016,28
3/27/2016,28
3/28/2016,25
3/29/2016,23
3/30/2016,16
3/31/2016,19
4/1/2016,25
4/2/2016,33
4/3/2016,41
4/4/2016,26
4/5/2016,34
4/6/2016,22
4/7/2016,27
4/8/2016,26
4/9/2016,39
4/10/2016,39
4/11/2016,26
4/12/2016,30
4/13/2016,22
4/14/2016,27
4/15/2016,34
4/16/2016,37
4/17/2016,28
4/18/2016,26
4/19/2016,25
4/20/2016,29
4/21/2016,33
4/22/2016,31
4/23/2016,39
4/24/2016,28
4/25/2016,26
4/26/2016,22
4/27/2016,22
4/28/2016,29
4/29/2016,31
4/30/2016,45
5/1/2016,38
5/2/2016,22
5/3/2016,29
5/4/2016,25
5/5/2016,36
5/6/2016,36
5/7/2016,37
5/8/2016,39
5/9/2016,22
5/10/2016,25
5/11/2016,27
5/12/2016,27
5/13/2016,38
5/14/2016,36
5/15/2016,34
5/16/2016,19
5/17/2016,30
5/18/2016,22
5/19/2016,32
5/20/2016,36
5/21/2016,33
5/22/2016,30
5/23/2016,24
5/24/2016,32
5/25/2016,26
5/26/2016,26
5/27/2016,32
5/28/2016,39
5/29/2016,38
5/30/2016,17
5/31/2016,33
6/1/2016,22
6/2/2016,30
6/3/2016,33
6/4/2016,31
6/5/2016,35
6/6/2016,31
6/7/2016,21
6/8/2016,29
6/9/2016,27
6/10/2016,49
6/11/2016,37
6/12/2016,45
6/13/2016,38
6/14/2016,30
6/15/2016,30
6/16/2016,35
6/17/2016,32
6/18/2016,38
6/19/2016,30
6/20/2016,24
6/21/2016,31
6/22/2016,29
6/23/2016,33
6/24/2016,35
6/25/2016,39
6/26/2016,35
6/27/2016,32
6/28/2016,45
6/29/2016,26
6/30/2016,37
7/1/2016,27
7/2/2016,37
7/3/2016,41
7/4/2016,26
7/5/2016,30
7/6/2016,29
7/7/2016,42
7/8/2016,46
7/9/2016,48
7/10/2016,43
7/11/2016,25
7/12/2016,28
7/13/2016,37
7/14/2016,41
7/15/2016,37
7/16/2016,42
7/17/2016,36
7/18/2016,26
7/19/2016,24
7/20/2016,33
7/21/2016,40
7/22/2016,26
7/23/2016,36
7/24/2016,29
7/25/2016,36
7/26/2016,38
7/27/2016,27
7/28/2016,41
7/29/2016,38
7/30/2016,41
7/31/2016,32
8/1/2016,23
8/2/2016,21
8/3/2016,29
8/4/2016,18
8/5/2016,35
8/6/2016,36
8/7/2016,49
8/8/2016,31
8/9/2016,30
8/10/2016,22
8/11/2016,18
8/12/2016,42
8/13/2016,23
8/14/2016,44
8/15/2016,22
8/16/2016,21
8/17/2016,33
8/18/2016,37
8/19/2016,26
8/20/2016,36
8/21/2016,42
8/22/2016,19
8/23/2016,32
8/24/2016,35
8/25/2016,26
8/26/2016,33
8/27/2016,39
8/28/2016,39
8/29/2016,23
8/30/2016,36
8/31/2016,31
9/1/2016,28
9/2/2016,27
9/3/2016,37
9/4/2016,38
9/5/2016,23
9/6/2016,22
9/7/2016,21
9/8/2016,22
9/9/2016,24
9/10/2016,33
9/11/2016,27
9/12/2016,26
9/13/2016,22
9/14/2016,25
9/15/2016,22
9/16/2016,35
9/17/2016,30
9/18/2016,30
9/19/2016,15
9/20/2016,29
9/21/2016,24
9/22/2016,25
9/23/2016,28
9/24/2016,37
9/25/2016,30
9/26/2016,28
9/27/2016,31
9/28/2016,45
9/29/2016,26
9/30/2016,36
10/1/2016,28
10/2/2016,38
10/3/2016,8
10/4/2016,22
10/5/2016,24
10/6/2016,27
10/7/2016,31
10/8/2016,40
10/9/2016,32
10/10/2016,20
10/11/2016,30
10/12/2016,26
10/13/2016,22
10/14/2016,31
10/15/2016,35
10/16/2016,31
10/17/2016,19
10/18/2016,28
10/19/2016,25
10/20/2016,24
10/21/2016,37
10/22/2016,26
10/23/2016,22
10/24/2016,21
10/25/2016,21
10/26/2016,28
10/27/2016,30
10/28/2016,29
10/29/2016,30
10/30/2016,20
10/31/2016,22
11/1/2016,32
11/2/2016,31
11/3/2016,27
11/4/2016,25
11/5/2016,33
11/6/2016,45
11/7/2016,14
11/8/2016,25
11/9/2016,24
11/10/2016,34
11/11/2016,24
11/12/2016,30
11/13/2016,25
11/14/2016,23
11/15/2016,27
11/16/2016,18
11/17/2016,35
11/18/2016,21
11/19/2016,27
11/20/2016,46
11/21/2016,26
11/22/2016,23
11/23/2016,22
11/24/2016,35
11/25/2016,23
11/26/2016,27
11/27/2016,37
11/28/2016,21
11/29/2016,37
11/30/2016,25
12/1/2016,19
12/2/2016,15
12/3/2016,23
12/4/2016,30
12/5/2016,25
12/6/2016,14
12/7/2016,16
12/8/2016,23
12/9/2016,21
12/10/2016,37
12/11/2016,23
12/12/2016,24
12/13/2016,14
12/14/2016,17
12/15/2016,24
12/16/2016,25
12/17/2016,24
12/18/2016,23
12/19/2016,21
12/20/2016,26
12/21/2016,24
12/22/2016,21
12/23/2016,18
12/24/2016,26
12/25/2016,24
12/26/2016,11
12/27/2016,22
12/28/2016,15
12/29/2016,19
12/30/2016,21
12/31/2016,26
1/1/2017,20
1/2/2017,16
1/3/2017,17
1/4/2017,20
1/5/2017,26
1/6/2017,17
1/7/2017,22
1/8/2017,18
1/9/2017,17
1/10/2017,11
1/11/2017,20
1/12/2017,23
1/13/2017,16
1/14/2017,20
1/15/2017,25
1/16/2017,16
1/17/2017,22
1/18/2017,23
1/19/2017,23
1/20/2017,18
1/21/2017,24
1/22/2017,23
1/23/2017,18
1/24/2017,21
1/25/2017,16
1/26/2017,27
1/27/2017,21
1/28/2017,20
1/29/2017,21
1/30/2017,16
1/31/2017,17
2/1/2017,22
2/2/2017,28
2/3/2017,33
2/4/2017,28
2/5/2017,20
2/6/2017,20
2/7/2017,22
2/8/2017,17
2/9/2017,24
2/10/2017,26
2/11/2017,28
2/12/2017,20
2/13/2017,18
2/14/2017,26
2/15/2017,19
2/16/2017,19
2/17/2017,19
2/18/2017,22
2/19/2017,20
2/20/2017,18
2/21/2017,19
2/22/2017,22
2/23/2017,17
2/24/2017,24
2/25/2017,27
2/26/2017,26
2/27/2017,18
2/28/2017,17
3/1/2017,19
3/2/2017,14
3/3/2017,27
3/4/2017,27
3/5/2017,25
3/6/2017,21
3/7/2017,28
3/8/2017,25
3/9/2017,21
3/10/2017,23
3/11/2017,40
3/12/2017,33
3/13/2017,26
3/14/2017,22
3/15/2017,27
3/16/2017,25
3/17/2017,29
3/18/2017,32
3/19/2017,25
3/20/2017,16
3/21/2017,19
3/22/2017,26
3/23/2017,15
3/24/2017,34
3/25/2017,27
3/26/2017,17
3/27/2017,22
3/28/2017,27
3/29/2017,33
3/30/2017,23
3/31/2017,30
4/1/2017,42
4/2/2017,28
4/3/2017,25
4/4/2017,26
4/5/2017,31
4/6/2017,29
4/7/2017,44
4/8/2017,32
4/9/2017,37
4/10/2017,26
4/11/2017,29
4/12/2017,26
4/13/2017,28
4/14/2017,25
4/15/2017,52
4/16/2017,28
4/17/2017,26
4/18/2017,25
4/19/2017,30
4/20/2017,22
4/21/2017,26
4/22/2017,41
4/23/2017,31
4/24/2017,30
4/25/2017,25
4/26/2017,20
4/27/2017,36
4/28/2017,34
4/29/2017,32
4/30/2017,45
5/1/2017,26
5/2/2017,25
5/3/2017,32
5/4/2017,31
5/5/2017,32
5/6/2017,33
5/7/2017,38
5/8/2017,40
5/9/2017,37
5/10/2017,31
5/11/2017,32
5/12/2017,32
5/13/2017,43
5/14/2017,31
5/15/2017,20
5/16/2017,30
5/17/2017,20
5/18/2017,37
5/19/2017,26
5/20/2017,35
5/21/2017,34
5/22/2017,24
5/23/2017,29
5/24/2017,36
5/25/2017,33
5/26/2017,34
5/27/2017,33
5/28/2017,43
5/29/2017,32
5/30/2017,31
5/31/2017,40
6/1/2017,42
6/2/2017,32
6/3/2017,35
6/4/2017,50
6/5/2017,19
6/6/2017,38
6/7/2017,25
6/8/2017,32
6/9/2017,40
6/10/2017,29
6/11/2017,41
6/12/2017,22
6/13/2017,30
6/14/2017,30
6/15/2017,36
6/16/2017,37
6/17/2017,50
6/18/2017,38
6/19/2017,33
6/20/2017,28
6/21/2017,34
6/22/2017,30
6/23/2017,50
6/24/2017,28
6/25/2017,47
6/26/2017,37
6/27/2017,29
6/28/2017,38
6/29/2017,32
6/30/2017,45
7/1/2017,35
7/2/2017,40
7/3/2017,32
7/4/2017,44
7/5/2017,29
7/6/2017,41
7/7/2017,49
7/8/2017,32
7/9/2017,36
7/10/2017,30
7/11/2017,35
7/12/2017,42
7/13/2017,35
7/14/2017,34
7/15/2017,40
7/16/2017,51
7/17/2017,34
7/18/2017,40
7/19/2017,28
7/20/2017,36
7/21/2017,32
7/22/2017,41
7/23/2017,46
7/24/2017,21
7/25/2017,38
7/26/2017,40
7/27/2017,28
7/28/2017,49
7/29/2017,34
7/30/2017,45
7/31/2017,24
8/1/2017,30
8/2/2017,35
8/3/2017,27
8/4/2017,34
8/5/2017,45
8/6/2017,34
8/7/2017,25
8/8/2017,30
8/9/2017,25
8/10/2017,30
8/11/2017,34
8/12/2017,41
8/13/2017,30
8/14/2017,12
8/15/2017,28
8/16/2017,32
8/17/2017,40
8/18/2017,20
8/19/2017,31
8/20/2017,31
8/21/2017,25
8/22/2017,33
8/23/2017,30
8/24/2017,35
8/25/2017,37
8/26/2017,30
8/27/2017,29
8/28/2017,29
8/29/2017,27
8/30/2017,24
8/31/2017,29
9/1/2017,33
9/2/2017,22
9/3/2017,30
9/4/2017,21
9/5/2017,25
9/6/2017,24
9/7/2017,34
9/8/2017,44
9/9/2017,36
9/10/2017,32
9/11/2017,29
9/12/2017,19
9/13/2017,31
9/14/2017,39
9/15/2017,29
9/16/2017,33
9/17/2017,37
9/18/2017,19
9/19/2017,30
9/20/2017,25
9/21/2017,34
9/22/2017,30
9/23/2017,24
9/24/2017,36
9/25/2017,26
9/26/2017,21
9/27/2017,29
9/28/2017,24
9/29/2017,21
9/30/2017,28
10/1/2017,42
10/2/2017,18
10/3/2017,21
10/4/2017,29
10/5/2017,31
10/6/2017,26
10/7/2017,32
10/8/2017,46
10/9/2017,25
10/10/2017,20
10/11/2017,26
10/12/2017,27
10/13/2017,29
10/14/2017,31
10/15/2017,23
10/16/2017,19
10/17/2017,27
10/18/2017,20
10/19/2017,27
10/20/2017,30
10/21/2017,36
10/22/2017,44
10/23/2017,24
10/24/2017,28
10/25/2017,23
10/26/2017,22
10/27/2017,30
10/28/2017,34
10/29/2017,39
10/30/2017,29
