date,item,sales
2016-06-25,1,31
2016-06-26,1,32
2016-06-27,1,26
2016-06-28,1,28
2016-06-29,1,25
2016-06-30,1,25
2016-07-01,1,42
2016-07-02,1,32
2016-07-03,1,35
2016-07-04,1,18
2016-07-05,1,31
2016-07-06,1,22
2016-07-07,1,33
2016-07-08,1,34
2016-07-09,1,35
2016-07-10,1,28
2016-07-11,1,18
2016-07-12,1,27
2016-07-13,1,30
2016-07-14,1,22
2016-07-15,1,33
2016-07-16,1,34
2016-07-17,1,37
2016-07-18,1,24
2016-07-19,1,25
2016-07-20,1,22
2016-07-21,1,34
2016-07-22,1,26
2016-07-23,1,34
2016-07-24,1,25
2016-07-25,1,21
2016-07-26,1,24
2016-07-27,1,28
2016-07-28,1,30
2016-07-29,1,30
2016-07-30,1,38
2016-07-31,1,31
2016-08-01,1,21
2016-08-02,1,22
2016-08-03,1,28
2016-08-04,1,34
2016-08-05,1,24
2016-08-06,1,20
2016-08-07,1,31
2016-08-08,1,11
2016-08-09,1,26
2016-08-10,1,21
2016-08-11,1,23
2016-08-12,1,16
2016-08-13,1,27
2016-08-14,1,36
2016-08-15,1,24
2016-08-16,1,15
2016-08-17,1,25
2016-08-18,1,26
2016-08-19,1,29
2016-08-20,1,30
2016-08-21,1,22
2016-08-22,1,15
2016-08-23,1,24
2016-08-24,1,32
2016-08-25,1,17
2016-08-26,1,25
2016-08-27,1,24
2016-08-28,1,34
2016-08-29,1,14
2016-08-30,1,14
2016-08-31,1,17
2016-09-01,1,18
2016-09-02,1,20
2016-09-03,1,31
2016-09-04,1,25
2016-09-05,1,32
2016-09-06,1,28
2016-09-07,1,18
2016-09-08,1,28
2016-09-09,1,26
2016-09-10,1,25
2016-09-11,1,24
2016-09-12,1,24
2016-09-13,1,24
2016-09-14,1,19
2016-09-15,1,20
2016-09-16,1,19
2016-09-17,1,19
2016-09-18,1,27
2016-09-19,1,19
2016-09-20,1,23
2016-09-21,1,25
2016-09-22,1,25
2016-09-23,1,24
2016-09-24,1,26
2016-09-25,1,27
2016-09-26,1,17
2016-09-27,1,18
2016-09-28,1,27
2016-09-29,1,28
2016-09-30,1,23
2016-10-01,1,25
2016-10-02,1,26
2016-10-03,1,20
2016-10-04,1,28
2016-10-05,1,17
2016-10-06,1,22
2016-10-07,1,19
2016-10-08,1,24
2016-10-09,1,29
2016-10-10,1,18
2016-10-11,1,18
2016-10-12,1,16
2016-10-13,1,16
2016-10-14,1,32
2016-10-15,1,32
2016-10-16,1,26
2016-10-17,1,20
2016-10-18,1,21
2016-10-19,1,20
2016-10-20,1,30
2016-10-21,1,25
2016-10-22,1,26
2016-10-23,1,21
2016-10-24,1,16
2016-10-25,1,13
2016-10-26,1,16
2016-10-27,1,25
2016-10-28,1,18
2016-10-29,1,23
2016-10-30,1,33
2016-10-31,1,24
2016-11-01,1,22
2016-11-02,1,23
2016-11-03,1,23
2016-11-04,1,22
2016-11-05,1,29
2016-11-06,1,18
2016-11-07,1,17
2016-11-08,1,19
2016-11-09,1,22
2016-11-10,1,18
2016-11-11,1,26
2016-11-12,1,26
2016-11-13,1,36
2016-11-14,1,17
2016-11-15,1,22
2016-11-16,1,20
2016-11-17,1,19
2016-11-18,1,21
2016-11-19,1,36
2016-11-20,1,22
2016-11-21,1,14
2016-11-22,1,18
2016-11-23,1,20
2016-11-24,1,18
2016-11-25,1,26
2016-11-26,1,20
2016-11-27,1,20
2016-11-28,1,22
2016-11-29,1,27
2016-11-30,1,19
2016-12-01,1,13
2016-12-02,1,11
2016-12-03,1,19
2016-12-04,1,24
2016-12-05,1,13
2016-12-06,1,10
2016-12-07,1,17
2016-12-08,1,15
2016-12-09,1,7
2016-12-10,1,12
2016-12-11,1,20
2016-12-12,1,12
2016-12-13,1,23
2016-12-14,1,12
2016-12-15,1,10
2016-12-16,1,15
2016-12-17,1,19
2016-12-18,1,22
2016-12-19,1,17
2016-12-20,1,18
2016-12-21,1,12
2016-12-22,1,20
2016-12-23,1,21
2016-12-24,1,13
2016-12-25,1,20
2016-12-26,1,16
2016-12-27,1,10
2016-12-28,1,16
2016-12-29,1,21
2016-12-30,1,24
2016-12-31,1,14
2017-01-01,1,19
2017-01-02,1,15
2017-01-03,1,10
2017-01-04,1,16
2017-01-05,1,14
2017-01-06,1,24
2017-01-07,1,14
2017-01-08,1,20
2017-01-09,1,18
2017-01-10,1,11
2017-01-11,1,14
2017-01-12,1,17
2017-01-13,1,7
2017-01-14,1,16
2017-01-15,1,29
2017-01-16,1,15
2017-01-17,1,14
2017-01-18,1,10
2017-01-19,1,16
2017-01-20,1,22
2017-01-21,1,13
2017-01-22,1,21
2017-01-23,1,9
2017-01-24,1,18
2017-01-25,1,14
2017-01-26,1,13
2017-01-27,1,10
2017-01-28,1,16
2017-01-29,1,24
2017-01-30,1,9
2017-01-31,1,17
2017-02-01,1,15
2017-02-02,1,17
2017-02-03,1,24
2017-02-04,1,25
2017-02-05,1,25
2017-02-06,1,16
2017-02-07,1,12
2017-02-08,1,20
2017-02-09,1,16
2017-02-10,1,16
2017-02-11,1,18
2017-02-12,1,19
2017-02-13,1,11
2017-02-14,1,15
2017-02-15,1,22
2017-02-16,1,11
2017-02-17,1,17
2017-02-18,1,22
2017-02-19,1,18
2017-02-20,1,5
2017-02-21,1,14
2017-02-22,1,12
2017-02-23,1,26
2017-02-24,1,15
2017-02-25,1,16
2017-02-26,1,28
2017-02-27,1,12
2017-02-28,1,20
2017-03-01,1,16
2017-03-02,1,23
2017-03-03,1,22
2017-03-04,1,13
2017-03-05,1,25
2017-03-06,1,11
2017-03-07,1,14
2017-03-08,1,17
2017-03-09,1,16
2017-03-10,1,18
2017-03-11,1,15
2017-03-12,1,21
2017-03-13,1,14
2017-03-14,1,24
2017-03-15,1,22
2017-03-16,1,23
2017-03-17,1,17
2017-03-18,1,20
2017-03-19,1,25
2017-03-20,1,14
2017-03-21,1,13
2017-03-22,1,23
2017-03-23,1,18
2017-03-24,1,19
2017-03-25,1,20
2017-03-26,1,17
2017-03-27,1,21
2017-03-28,1,13
2017-03-29,1,12
2017-03-30,1,22
2017-03-31,1,13
2017-04-01,1,26
2017-04-02,1,21
2017-04-03,1,17
2017-04-04,1,22
2017-04-05,1,21
2017-04-06,1,25
2017-04-07,1,25
2017-04-08,1,23
2017-04-09,1,20
2017-04-10,1,19
2017-04-11,1,21
2017-04-12,1,17
2017-04-13,1,25
2017-04-14,1,15
2017-04-15,1,20
2017-04-16,1,32
2017-04-17,1,13
2017-04-18,1,21
2017-04-19,1,19
2017-04-20,1,26
2017-04-21,1,27
2017-04-22,1,19
2017-04-23,1,22
2017-04-24,1,17
2017-04-25,1,26
2017-04-26,1,22
2017-04-27,1,26
2017-04-28,1,25
2017-04-29,1,32
2017-04-30,1,33
2017-05-01,1,15
2017-05-02,1,21
2017-05-03,1,29
2017-05-04,1,19
2017-05-05,1,28
2017-05-06,1,34
2017-05-07,1,31
2017-05-08,1,24
2017-05-09,1,32
2017-05-10,1,17
2017-05-11,1,18
2017-05-12,1,26
2017-05-13,1,25
2017-05-14,1,32
2017-05-15,1,17
2017-05-16,1,24
2017-05-17,1,16
2017-05-18,1,32
2017-05-19,1,35
2017-05-20,1,34
2017-05-21,1,25
2017-05-22,1,20
2017-05-23,1,15
2017-05-24,1,30
2017-05-25,1,22
2017-05-26,1,24
2017-05-27,1,35
2017-05-28,1,33
2017-05-29,1,23
2017-05-30,1,17
2017-05-31,1,20
2017-06-01,1,29
2017-06-02,1,25
2017-06-03,1,36
2017-06-04,1,27
2017-06-05,1,22
2017-06-06,1,22
2017-06-07,1,29
2017-06-08,1,26
2017-06-09,1,16
2017-06-10,1,41
2017-06-11,1,28
2017-06-12,1,23
2017-06-13,1,26
2017-06-14,1,32
2017-06-15,1,30
2017-06-16,1,26
2017-06-17,1,31
2017-06-18,1,38
2017-06-19,1,30
2017-06-20,1,22
2017-06-21,1,26
2017-06-22,1,24
2017-06-23,1,26
2017-06-24,1,30
2017-06-25,1,26
2017-06-26,1,21
2017-06-27,1,32
2017-06-28,1,50
2017-06-29,1,28
2017-06-30,1,28
2017-07-01,1,31
2017-07-02,1,38
2017-07-03,1,18
2017-07-04,1,23
2017-07-05,1,23
2017-07-06,1,31
2017-07-07,1,32
2017-07-08,1,27
2017-07-09,1,32
2017-07-10,1,16
2017-07-11,1,23
2017-07-12,1,29
2017-07-13,1,22
2017-07-14,1,38
2017-07-15,1,40
2017-07-16,1,36
2017-07-17,1,20
2017-07-18,1,26
2017-07-19,1,24
2017-07-20,1,37
2017-07-21,1,27
2017-07-22,1,35
2017-07-23,1,32
2017-07-24,1,27
2017-07-25,1,20
2017-07-26,1,28
2017-07-27,1,35
2017-07-28,1,25
2017-07-29,1,30
2017-07-30,1,26
2017-07-31,1,22
2017-08-01,1,18
2017-08-02,1,19
2017-08-03,1,25
2017-08-04,1,26
2017-08-05,1,35
2017-08-06,1,29
2017-08-07,1,20
2017-08-08,1,28
2017-08-09,1,28
2017-08-10,1,31
2017-08-11,1,25
2017-08-12,1,32
2017-08-13,1,32
2017-08-14,1,26
2017-08-15,1,18
2017-08-16,1,24
2017-08-17,1,21
2017-08-18,1,35
2017-08-19,1,29
2017-08-20,1,27
2017-08-21,1,19
2017-08-22,1,28
2017-08-23,1,26
2017-08-24,1,15
2017-08-25,1,30
2017-08-26,1,38
2017-08-27,1,26
2017-08-28,1,15
2017-08-29,1,21
2017-08-30,1,22
2017-08-31,1,26
2017-09-01,1,38
2017-09-02,1,26
2017-09-03,1,23
2017-09-04,1,12
2017-09-05,1,26
2017-09-06,1,24
2017-09-07,1,29
2017-09-08,1,28
2017-09-09,1,28
2017-09-10,1,30
2017-09-11,1,16
2017-09-12,1,20
2017-09-13,1,13
2017-09-14,1,26
2017-09-15,1,28
2017-09-16,1,27
2017-09-17,1,30
2017-09-18,1,22
2017-09-19,1,21
2017-09-20,1,20
2017-09-21,1,20
2017-09-22,1,28
2017-09-23,1,37
2017-09-24,1,24
2017-09-25,1,14
2017-09-26,1,18
2017-09-27,1,27
2017-09-28,1,23
2017-09-29,1,28
2017-09-30,1,30
2017-10-01,1,21
2017-10-02,1,12
2017-10-03,1,18
2017-10-04,1,15
2017-10-05,1,20
2017-10-06,1,19
2017-10-07,1,22
2017-10-08,1,19
2017-10-09,1,9
2017-10-10,1,23
2017-10-11,1,14
2017-10-12,1,24
2017-10-13,1,23
2017-10-14,1,26
2017-10-15,1,28
2017-10-16,1,19
2017-10-17,1,17
2017-10-18,1,15
2017-10-19,1,26
2017-10-20,1,22
2017-10-21,1,26
2017-10-22,1,32
2017-10-23,1,20
2017-10-24,1,23
2017-10-25,1,22
2017-10-26,1,28
2017-10-27,1,20
2017-10-28,1,22
2017-10-29,1,29
2017-10-30,1,22
2017-10-31,1,24
2017-11-01,1,16
2017-11-02,1,21
2017-11-03,1,18
2017-11-04,1,34
2017-11-05,1,23
2017-11-06,1,17
2017-11-07,1,23
2017-11-08,1,14
2017-11-09,1,21
2017-11-10,1,19
2017-11-11,1,24
2017-11-12,1,27
2017-11-13,1,22
2017-11-14,1,16
2017-11-15,1,19
2017-11-16,1,22
2017-11-17,1,25
2017-11-18,1,31
2017-11-19,1,32
2017-11-20,1,21
2017-11-21,1,29
2017-11-22,1,27
2017-11-23,1,25
2017-11-24,1,22
2017-11-25,1,29
2017-11-26,1,24
2017-11-27,1,10
2017-11-28,1,14
2017-11-29,1,28
2017-11-30,1,15
2017-12-01,1,19
2017-12-02,1,16
2017-12-03,1,31
2017-12-04,1,7
2017-12-05,1,20
2017-12-06,1,17
2017-12-07,1,18
2017-12-08,1,17
2017-12-09,1,27
2017-12-10,1,20
2017-12-11,1,20
2017-12-12,1,13
2017-12-13,1,17
2017-12-14,1,14
2017-12-15,1,16
2017-12-16,1,15
2017-12-17,1,22
2017-12-18,1,19
2017-12-19,1,7
2017-12-20,1,16
2017-12-21,1,12
2017-12-22,1,6
2017-12-23,1,18
2017-12-24,1,19
2017-12-25,1,13
2017-12-26,1,16
2017-12-27,1,14
2017-12-28,1,19
2017-12-29,1,15
2017-12-30,1,27
2017-12-31,1,23
2013-01-01,2,33
2013-01-02,2,43
2013-01-03,2,23
2013-01-04,2,18
2013-01-05,2,34
2013-01-06,2,38
2013-01-07,2,27
2013-01-08,2,28
2013-01-09,2,34
2013-01-10,2,27
2013-01-11,2,28
2013-01-12,2,39
2013-01-13,2,28
2013-01-14,2,30
2013-01-15,2,27
2013-01-16,2,19
2013-01-17,2,29
2013-01-18,2,29
2013-01-19,2,44
2013-01-20,2,34
2013-01-21,2,15
2013-01-22,2,29
2013-01-23,2,21
2013-01-24,2,33
2013-01-25,2,29
2013-01-26,2,33
2013-01-27,2,32
2013-01-28,2,16
2013-01-29,2,35
2013-01-30,2,29
2013-01-31,2,27
2013-02-01,2,30
2013-02-02,2,26
2013-02-03,2,39
2013-02-04,2,30
2013-02-05,2,34
2013-02-06,2,22
2013-02-07,2,42
2013-02-08,2,27
2013-02-09,2,28
2013-02-10,2,34
2013-02-11,2,25
2013-02-12,2,39
2013-02-13,2,17
2013-02-14,2,35
2013-02-15,2,34
2013-02-16,2,39
2013-02-17,2,46
2013-02-18,2,31
2013-02-19,2,30
2013-02-20,2,24
2013-02-21,2,31
2013-02-22,2,40
2013-02-23,2,37
2013-02-24,2,33
2013-02-25,2,13
2013-02-26,2,33
2013-02-27,2,19
2013-02-28,2,35
2013-03-01,2,42
2013-03-02,2,49
2013-03-03,2,49
2013-03-04,2,33
2013-03-05,2,42
2013-03-06,2,43
2013-03-07,2,48
2013-03-08,2,43
2013-03-09,2,43
2013-03-10,2,43
2013-03-11,2,34
2013-03-12,2,30
2013-03-13,2,36
2013-03-14,2,44
2013-03-15,2,52
2013-03-16,2,58
2013-03-17,2,46
2013-03-18,2,37
2013-03-19,2,48
2013-03-20,2,43
2013-03-21,2,43
2013-03-22,2,30
2013-03-23,2,51
2013-03-24,2,40
2013-03-25,2,34
2013-03-26,2,27
2013-03-27,2,33
2013-03-28,2,38
2013-03-29,2,45
2013-03-30,2,51
2013-03-31,2,44
2013-04-01,2,40
2013-04-02,2,44
2013-04-03,2,40
2013-04-04,2,53
2013-04-05,2,45
2013-04-06,2,46
2013-04-07,2,57
2013-04-08,2,44
2013-04-09,2,31
2013-04-10,2,49
2013-04-11,2,41
2013-04-12,2,53
2013-04-13,2,50
2013-04-14,2,53
2013-04-15,2,28
2013-04-16,2,45
2013-04-17,2,45
2013-04-18,2,45
2013-04-19,2,58
2013-04-20,2,26
2013-04-21,2,48
2013-04-22,2,27
2013-04-23,2,38
2013-04-24,2,40
2013-04-25,2,51
2013-04-26,2,48
2013-04-27,2,42
2013-04-28,2,53
2013-04-29,2,36
2013-04-30,2,40
2013-05-01,2,51
2013-05-02,2,54
2013-05-03,2,49
2013-05-04,2,49
2013-05-05,2,60
2013-05-06,2,38
2013-05-07,2,43
2013-05-08,2,45
2013-05-09,2,46
2013-05-10,2,58
2013-05-11,2,63
2013-05-12,2,53
2013-05-13,2,49
2013-05-14,2,35
2013-05-15,2,43
2013-05-16,2,49
2013-05-17,2,45
2013-05-18,2,53
2013-05-19,2,53
2013-05-20,2,38
2013-05-21,2,53
2013-05-22,2,38
2013-05-23,2,69
2013-05-24,2,48
2013-05-25,2,45
2013-05-26,2,64
2013-05-27,2,38
2013-05-28,2,48
2013-05-29,2,44
2013-05-30,2,48
2013-05-31,2,58
2013-06-01,2,55
2013-06-02,2,51
2013-06-03,2,43
2013-06-04,2,41
2013-06-05,2,67
2013-06-06,2,43
2013-06-07,2,69
2013-06-08,2,52
2013-06-09,2,65
2013-06-10,2,48
2013-06-11,2,49
2013-06-12,2,56
2013-06-13,2,57
2013-06-14,2,58
2013-06-15,2,52
2013-06-16,2,52
2013-06-17,2,55
2013-06-18,2,45
2013-06-19,2,48
2013-06-20,2,44
2013-06-21,2,47
2013-06-22,2,60
2013-06-23,2,55
2013-06-24,2,60
2013-06-25,2,50
2013-06-26,2,69
2013-06-27,2,64
2013-06-28,2,71
2013-06-29,2,56
2013-06-30,2,61
2013-07-01,2,46
2013-07-02,2,48
2013-07-03,2,57
2013-07-04,2,50
2013-07-05,2,58
2013-07-06,2,73
2013-07-07,2,52
2013-07-08,2,47
2013-07-09,2,49
2013-07-10,2,56
2013-07-11,2,54
2013-07-12,2,46
2013-07-13,2,62
2013-07-14,2,82
2013-07-15,2,39
2013-07-16,2,57
2013-07-17,2,55
2013-07-18,2,58
2013-07-19,2,57
2013-07-20,2,78
2013-07-21,2,62
2013-07-22,2,45
2013-07-23,2,51
2013-07-24,2,47
2013-07-25,2,57
2013-07-26,2,68
2013-07-27,2,67
2013-07-28,2,74
2013-07-29,2,40
2013-07-30,2,60
2013-07-31,2,48
2013-08-01,2,53
2013-08-02,2,53
2013-08-03,2,62
2013-08-04,2,55
2013-08-05,2,47
2013-08-06,2,60
2013-08-07,2,41
2013-08-08,2,54
2013-08-09,2,69
2013-08-10,2,53
2013-08-11,2,64
2013-08-12,2,36
2013-08-13,2,42
2013-08-14,2,40
2013-08-15,2,45
2013-08-16,2,47
2013-08-17,2,60
2013-08-18,2,60
2013-08-19,2,39
2013-08-20,2,48
2013-08-21,2,52
2013-08-22,2,44
2013-08-23,2,44
2013-08-24,2,64
2013-08-25,2,54
2013-08-26,2,37
2013-08-27,2,55
2013-08-28,2,49
2013-08-29,2,48
2013-08-30,2,56
2013-08-31,2,60
2013-09-01,2,42
2013-09-02,2,38
2013-09-03,2,45
2013-09-04,2,42
2013-09-05,2,45
2013-09-06,2,43
2013-09-07,2,60
2013-09-08,2,44
2013-09-09,2,36
2013-09-10,2,40
2013-09-11,2,47
2013-09-12,2,59
2013-09-13,2,50
2013-09-14,2,44
2013-09-15,2,46
2013-09-16,2,34
2013-09-17,2,43
2013-09-18,2,47
2013-09-19,2,47
2013-09-20,2,44
2013-09-21,2,56
2013-09-22,2,60
2013-09-23,2,39
2013-09-24,2,40
2013-09-25,2,39
2013-09-26,2,47
2013-09-27,2,54
2013-09-28,2,44
2013-09-29,2,56
2013-09-30,2,22
2013-10-01,2,36
2013-10-02,2,44
2013-10-03,2,31
2013-10-04,2,38
2013-10-05,2,52
2013-10-06,2,42
2013-10-07,2,40
2013-10-08,2,30
2013-10-09,2,45
2013-10-10,2,58
2013-10-11,2,45
2013-10-12,2,43
2013-10-13,2,53
2013-10-14,2,44
2013-10-15,2,32
2013-10-16,2,40
2013-10-17,2,51
2013-10-18,2,38
2013-10-19,2,46
2013-10-20,2,57
2013-10-21,2,33
2013-10-22,2,49
2013-10-23,2,45
2013-10-24,2,43
2013-10-25,2,32
2013-10-26,2,52
2013-10-27,2,54
2013-10-28,2,38
2013-10-29,2,34
2013-10-30,2,41
2013-10-31,2,44
2013-11-01,2,51
2013-11-02,2,50
2013-11-03,2,52
2013-11-04,2,32
2013-11-05,2,40
2013-11-06,2,41
2013-11-07,2,47
2013-11-08,2,43
2013-11-09,2,53
2013-11-10,2,68
2013-11-11,2,40
2013-11-12,2,41
2013-11-13,2,40
2013-11-14,2,53
2013-11-15,2,60
2013-11-16,2,54
2013-11-17,2,46
2013-11-18,2,24
2013-11-19,2,47
2013-11-20,2,40
2013-11-21,2,46
2013-11-22,2,53
2013-11-23,2,49
2013-11-24,2,63
2013-11-25,2,30
2013-11-26,2,55
2013-11-27,2,49
2013-11-28,2,54
2013-11-29,2,50
2013-11-30,2,56
2013-12-01,2,42
2013-12-02,2,31
2013-12-03,2,24
2013-12-04,2,31
2013-12-05,2,24
2013-12-06,2,33
2013-12-07,2,33
2013-12-08,2,43
2013-12-09,2,24
2013-12-10,2,24
2013-12-11,2,21
2013-12-12,2,32
2013-12-13,2,36
2013-12-14,2,40
2013-12-15,2,50
2013-12-16,2,19
2013-12-17,2,28
2013-12-18,2,38
2013-12-19,2,30
2013-12-20,2,30
2013-12-21,2,38
2013-12-22,2,37
2013-12-23,2,29
2013-12-24,2,24
2013-12-25,2,38
2013-12-26,2,48
2013-12-27,2,40
2013-12-28,2,32
2013-12-29,2,46
2013-12-30,2,28
2013-12-31,2,30
2014-01-01,2,33
2014-01-02,2,37
2014-01-03,2,52
2014-01-04,2,33
2014-01-05,2,49
2014-01-06,2,29
2014-01-07,2,46
2014-01-08,2,35
2014-01-09,2,44
2014-01-10,2,41
2014-01-11,2,39
2014-01-12,2,34
2014-01-13,2,22
2014-01-14,2,34
2014-01-15,2,33
2014-01-16,2,33
2014-01-17,2,31
2014-01-18,2,52
2014-01-19,2,41
2014-01-20,2,28
2014-01-21,2,25
2014-01-22,2,35
2014-01-23,2,34
2014-01-24,2,42
2014-01-25,2,27
2014-01-26,2,43
2014-01-27,2,19
2014-01-28,2,39
2014-01-29,2,29
2014-01-30,2,37
2014-01-31,2,40
2014-02-01,2,43
2014-02-02,2,51
2014-02-03,2,24
2014-02-04,2,27
2014-02-05,2,40
2014-02-06,2,43
2014-02-07,2,46
2014-02-08,2,43
2014-02-09,2,41
2014-02-10,2,35
2014-02-11,2,30
2014-02-12,2,43
2014-02-13,2,40
2014-02-14,2,41
2014-02-15,2,44
2014-02-16,2,48
2014-02-17,2,37
2014-02-18,2,42
2014-02-19,2,28
2014-02-20,2,46
2014-02-21,2,35
2014-02-22,2,42
2014-02-23,2,47
2014-02-24,2,39
2014-02-25,2,36
2014-02-26,2,44
2014-02-27,2,47
2014-02-28,2,53
2014-03-01,2,45
2014-03-02,2,60
2014-03-03,2,44
2014-03-04,2,38
2014-03-05,2,38
2014-03-06,2,46
2014-03-07,2,45
2014-03-08,2,49
2014-03-09,2,57
2014-03-10,2,44
2014-03-11,2,36
2014-03-12,2,42
2014-03-13,2,43
2014-03-14,2,52
2014-03-15,2,55
2014-03-16,2,53
2014-03-17,2,33
2014-03-18,2,47
2014-03-19,2,47
2014-03-20,2,36
2014-03-21,2,50
2014-03-22,2,46
2014-03-23,2,44
2014-03-24,2,28
2014-03-25,2,38
2014-03-26,2,44
2014-03-27,2,41
2014-03-28,2,43
2014-03-29,2,49
2014-03-30,2,70
2014-03-31,2,43
2014-04-01,2,51
2014-04-02,2,48
2014-04-03,2,48
2014-04-04,2,65
2014-04-05,2,47
2014-04-06,2,74
2014-04-07,2,30
2014-04-08,2,61
2014-04-09,2,45
2014-04-10,2,60
2014-04-11,2,68
2014-04-12,2,73
2014-04-13,2,73
2014-04-14,2,47
2014-04-15,2,42
2014-04-16,2,52
2014-04-17,2,41
2014-04-18,2,50
2014-04-19,2,63
2014-04-20,2,87
2014-04-21,2,36
2014-04-22,2,59
2014-04-23,2,59
2014-04-24,2,46
2014-04-25,2,67
2014-04-26,2,61
2014-04-27,2,69
2014-04-28,2,29
2014-04-29,2,48
2014-04-30,2,46
2014-05-01,2,46
2014-05-02,2,74
2014-05-03,2,65
2014-05-04,2,82
2014-05-05,2,39
2014-05-06,2,63
2014-05-07,2,61
2014-05-08,2,60
2014-05-09,2,66
2014-05-10,2,67
2014-05-11,2,78
2014-05-12,2,47
2014-05-13,2,53
2014-05-14,2,52
2014-05-15,2,50
2014-05-16,2,56
2014-05-17,2,71
2014-05-18,2,77
2014-05-19,2,49
2014-05-20,2,62
2014-05-21,2,55
2014-05-22,2,59
2014-05-23,2,57
2014-05-24,2,61
2014-05-25,2,88
2014-05-26,2,43
2014-05-27,2,51
2014-05-28,2,60
2014-05-29,2,51
2014-05-30,2,67
2014-05-31,2,60
2014-06-01,2,76
2014-06-02,2,48
2014-06-03,2,53
2014-06-04,2,63
2014-06-05,2,55
2014-06-06,2,77
2014-06-07,2,62
2014-06-08,2,75
2014-06-09,2,50
2014-06-10,2,57
2014-06-11,2,55
2014-06-12,2,69
2014-06-13,2,69
2014-06-14,2,61
2014-06-15,2,64
2014-06-16,2,48
2014-06-17,2,69
2014-06-18,2,61
2014-06-19,2,48
2014-06-20,2,55
2014-06-21,2,70
2014-06-22,2,59
2014-06-23,2,58
2014-06-24,2,66
2014-06-25,2,58
2014-06-26,2,64
2014-06-27,2,74
2014-06-28,2,70
2014-06-29,2,64
2014-06-30,2,51
2014-07-01,2,61
2014-07-02,2,59
2014-07-03,2,68
2014-07-04,2,56
2014-07-05,2,58
2014-07-06,2,77
2014-07-07,2,38
2014-07-08,2,56
2014-07-09,2,58
2014-07-10,2,55
2014-07-11,2,58
2014-07-12,2,73
2014-07-13,2,102
2014-07-14,2,52
2014-07-15,2,61
2014-07-16,2,53
2014-07-17,2,73
2014-07-18,2,71
2014-07-19,2,72
2014-07-20,2,75
2014-07-21,2,70
2014-07-22,2,71
2014-07-23,2,66
2014-07-24,2,65
2014-07-25,2,74
2014-07-26,2,73
2014-07-27,2,92
2014-07-28,2,48
2014-07-29,2,71
2014-07-30,2,64
2014-07-31,2,69
2014-08-01,2,66
2014-08-02,2,71
2014-08-03,2,86
2014-08-04,2,50
2014-08-05,2,48
2014-08-06,2,48
2014-08-07,2,63
2014-08-08,2,49
2014-08-09,2,63
2014-08-10,2,64
2014-08-11,2,56
2014-08-12,2,57
2014-08-13,2,47
2014-08-14,2,47
2014-08-15,2,62
2014-08-16,2,52
2014-08-17,2,57
2014-08-18,2,53
2014-08-19,2,56
2014-08-20,2,51
2014-08-21,2,55
2014-08-22,2,63
2014-08-23,2,71
2014-08-24,2,75
2014-08-25,2,38
2014-08-26,2,56
2014-08-27,2,70
2014-08-28,2,53
2014-08-29,2,67
2014-08-30,2,58
2014-08-31,2,71
2014-09-01,2,43
2014-09-02,2,49
2014-09-03,2,46
2014-09-04,2,45
2014-09-05,2,57
2014-09-06,2,59
2014-09-07,2,63
2014-09-08,2,49
2014-09-09,2,41
2014-09-10,2,46
2014-09-11,2,56
2014-09-12,2,42
2014-09-13,2,57
2014-09-14,2,61
2014-09-15,2,32
2014-09-16,2,51
2014-09-17,2,54
2014-09-18,2,46
2014-09-19,2,71
2014-09-20,2,58
2014-09-21,2,50
2014-09-22,2,40
2014-09-23,2,35
2014-09-24,2,54
2014-09-25,2,58
2014-09-26,2,63
2014-09-27,2,64
2014-09-28,2,51
2014-09-29,2,51
2014-09-30,2,47
2014-10-01,2,37
2014-10-02,2,46
2014-10-03,2,55
2014-10-04,2,59
2014-10-05,2,70
2014-10-06,2,40
2014-10-07,2,45
2014-10-08,2,45
2014-10-09,2,43
2014-10-10,2,51
2014-10-11,2,61
2014-10-12,2,52
2014-10-13,2,34
2014-10-14,2,43
2014-10-15,2,35
2014-10-16,2,44
2014-10-17,2,43
2014-10-18,2,46
2014-10-19,2,49
2014-10-20,2,42
2014-10-21,2,55
2014-10-22,2,43
2014-10-23,2,34
2014-10-24,2,63
2014-10-25,2,69
2014-10-26,2,70
2014-10-27,2,41
2014-10-28,2,41
2014-10-29,2,43
2014-10-30,2,46
2014-10-31,2,61
2014-11-01,2,50
2014-11-02,2,63
2014-11-03,2,38
2014-11-04,2,58
2014-11-05,2,62
2014-11-06,2,51
2014-11-07,2,48
2014-11-08,2,65
2014-11-09,2,59
2014-11-10,2,46
2014-11-11,2,47
2014-11-12,2,50
2014-11-13,2,53
2014-11-14,2,51
2014-11-15,2,53
2014-11-16,2,76
2014-11-17,2,43
2014-11-18,2,61
2014-11-19,2,50
2014-11-20,2,56
2014-11-21,2,53
2014-11-22,2,60
2014-11-23,2,57
2014-11-24,2,42
2014-11-25,2,48
2014-11-26,2,48
2014-11-27,2,53
2014-11-28,2,52
2014-11-29,2,50
2014-11-30,2,52
2014-12-01,2,36
2014-12-02,2,42
2014-12-03,2,37
2014-12-04,2,47
2014-12-05,2,45
2014-12-06,2,44
2014-12-07,2,49
2014-12-08,2,34
2014-12-09,2,38
2014-12-10,2,33
2014-12-11,2,44
2014-12-12,2,28
2014-12-13,2,34
2014-12-14,2,50
2014-12-15,2,28
2014-12-16,2,43
2014-12-17,2,32
2014-12-18,2,32
